id,kood,nimi,markus,sort,tase,jrk
252,009002001,Kadrina kuningas,ERlA 1690. Kui oli Kadrina kuningas,2,3,
253,009001010,Noormeeste tundmata saatus,ERlA 1691. Noormeeste tundmata saatus,2,3,
254,004002066,"Tulge kiigele, tüdrukud!","ERlA 400. Tulge kiigele, tüdrukud!",2,3,
255,004002020,Kiigelaul,"Kiigelaulude tsükkel, mis vajab täiendavat motiivide määramist. Vt kartoteeki. ERlA 463. Kiigetsükkel",2,3,
256,004002012,"Kes ei tule kiigele, kolletagu kodus!","ERlA 401. Kes ei tule kiigele, kolletagu kodus",2,3,
257,004002022,Kiigele kutse,"Kutse kiigele: VK IV 56, VK V 35, VK VIII 421, VK X 67, VK XI 47, ERlV II, I B 12; Kiigele kutse – VK VII 227, VK IX 249, ERlA 402; Kiigele kutsumine – VK VI 617; Tulge kiigele, tooge mune! – ERlA 403; Tulge kiikma, külänaezed! – VK II 206.",2,3,
258,004002065,"Tulge kiigele, tooge mune!","ERlA 403. Tulge kiigele, tooge mune!",2,3,
259,004002059,Pole mune kiigele tuua,ERlA 404. Pole mune kiigele tuua,2,3,
260,004002017,Kiige all kenad poisid,ERlA 405. Kiige all kenad poisid,2,3,
261,004002021,Kiigele ehtimine,ERlA 406. Kiigele ehtimine,2,3,
262,004002058,Pole hobust järele saata,ERlA 407. Pole hobust järele saata,2,3,
263,004002057,Pole ehteid kiigele minna,ERlA 408. Pole ehteid kiigele minna,2,3,
264,004002055,Ootan hulka hõigatavat,ERlA 409. Ootan hulka hõigatavat,2,3,
265,004002006,Joostes kiigele,ERlA 410. Joostes kiigele,2,3,
266,004002061,Suurest soost — ei sobi kiigele,ERlA 411. Suurest soost — ei sobi kiigele,2,3,
267,004002018,Kiige katsumine,"ERlA 412. Kiige katsumine: A. Kas kannab, B. Kas jõuab joosta, C. Kannab rikkamaidki, D. Kiik ei kanna",2,3,
268,004002045,Kullad kiikumas,ERlA 413. Kullad kiikumas,2,3,
269,004002002,Haud kiige all,ERlA 414. Haud kiige all,2,3,
270,004002023,Kiigel kartlik,ERlA 415. Kiigel kartlik,2,3,
271,004002047,Laske kiigelt maha,ERlA 416. Laske kiigelt maha,2,3,
272,004002005,Ilus neiu kiigel,ERlA 417. Ilus neiu kiigel,2,3,
273,004002030,Kiigu kõrgele!,ERlA 418. Kiigu kõrgele,2,3,
274,004002052,Mis kõrgelt näikse,ERlA 419. Mis kõrgelt näikse,2,3,
275,004002051,Mis kiigelt paistab,"ERlA 420. Mis kiigelt paistab: A. Kolm metsa, B. kolm kägu, C. Kolm õuna, D. Õunast saar",2,3,
276,004002029,Kiigu kaugele!,ERlA 421. Kiigu kaugele,2,3,
277,004002031,Kiigu metsani!,ERlA 422. Kiigu metsani,2,3,
278,004002069,Üles-alla kiikudes,ERlA 423. Üles-alla kiikudes,2,3,
279,004002049,Meri kiige all,ERlA 424. Meri kiige all,2,3,
280,004002048,Maha härjad hälli pealt,ERlA 425. Maha härjad hälli pealt,2,3,
281,004002013,Kes kiikujatest uhkem,ERlA 426. Kes kiikujatest uhkem,2,3,
282,004002010,Kasvukaaslased kiigel,ERlA 427. Kasvukaaslased kiigel,2,3,
283,004002001,Ei kullad kulu kiigel,ERlA 428. Ei kullad kulu kiigel,2,3,
284,004002040,Kingitused kiigesepale ja kiigutajale,"ERlA 429. Kingitused kiigesepale ja kiigutajale: A. Kingin neiu, B. muud",2,3,
285,004002056,Palve kiigutajale,ERlA 430. Palve kiigutajale,2,3,
286,004002063,Tasu kiigutamise järgi,ERlA 431. Tasu kiigutamise järgi,2,3,
287,004002050,Miks ei too kiigele võiet?,ERlA 432. Miks ei too kiigele võiet?,2,3,
288,004002036,Kiik kiunub kindaid,ERlA 433. Kiik kiunub kindaid,2,3,
289,004002035,Kiik kiunub kiikujaid,ERlA 434. Kiik kiunub kiikujaid,2,3,
290,004002064,Tooge kiigele kindaid,ERlA 435. Tooge kiigele kindaid,2,3,
291,004002004,Hõljun õhtuni,ERlA 436. Hõljun õhtuni,2,3,
292,004002068,Viis villi kiikujal peos,ERlA 437. Viis villi kiikujal peos,2,3,
293,004002033,Kiik katsumata,ERlA 438. Kiik katsumata,2,3,
294,004002027,Kiige toomine,"VK VIII 422, VK IX 250, VK X 64, VK XI 49, ERlA 439; Kallis kiik – ERlV II, I B 8, 17.",2,3,
295,004002026,Kiige otsimine,ERlA 440. Kiige otsimine,2,3,
296,004002008,Kallist puust kiik,ERlA 441. Kallist puust kiik,2,3,
297,004002007,Kallis kiik,ERlA 442. Kallis kiik,2,3,
298,004002019,Kiige kiitus,ERlA 443. Kiige kiitus,2,3,
299,004002024,"Kiigel kiikujaid, ei kiitjaid","ERlA 444. Kiigel kiikujaid, ei kiitjaid",2,3,
300,004002037,Kiik koerte söödud,ERlA 445. Kiik koerte söödud,2,3,
301,004002053,Oleks kodus kiik,ERlA 446. Oleks kodus kiik,2,3,
302,004002054,Oma ja küla kiik,ERlA 447. Oma ja küla kiik,2,3,
303,004002032,Kiik heas ja halvas kohas,ERlA 448. Kiik heas ja halvas kohas,2,3,
304,004002038,Kiik sobimatul kohal,"ERlA 449. Kiik sobimatul kohal: A. Teinud vee veere pääle, B. Teinud küla kütismaale, C. Eks teinud mujale, D. jm",2,3,
305,004002043,Kitsas kiik,ERlA 450. Kitsas kiik,2,3,
306,004002039,Kiik tehtud kinnastega,ERlA 451. Kiik tehtud kinnastega,2,3,
307,004002009,Kas on kiik venna tehtud,ERlA 452. Kas on kiik venna tehtud,2,3,
308,004002067,Vend teeb uue kiige,ERlA 453. Vend teeb uue kiige,2,3,
309,004002003,Hea veli kiige teinud,ERlA 454. Hea veli kiige teinud,2,3,
310,004002014,Kes tegi kiige,ERlA 455. Kes tegi kiige,2,3,
311,004002060,Siga selle kiige teinud,ERlA 456. Siga selle kiige teinud,2,3,
312,004002041,Kiri kiige peal,ERlA 457. Kiri kiige peal,2,3,
313,004002042,Kirp kiigel,ERlA 458. Kirp kiigel,2,3,
314,004002034,Kiik keldrisse,ERlA 459. Kiik keldrisse,2,3,
315,004002015,Kiigeaeg möödas,ERlA 460. Kiigeaeg möödas,2,3,
316,004002028,Kiige ärasaatmine,ERlA 461. Kiige ärasaatmine,2,3,
317,004002016,Kiigeaja mälestus,ERlA 462. Kiigeaja mälestus,2,3,
318,004002062,Sünnin külapoisi sülle,VK XI 48. Vrdl Kiigel kartlik,2,3,
319,014001008,Lase kiik käia!,"VK V 147, VK VI 1061, VK VIII 696, VK IX 487, VK X 380, VK XI 396, ERlV III, II A 11- 13, ERlA 3140",2,3,
320,005002008,Kivist kella löödi,VK XI 57.,2,3,
321,003001007,Kust tõuseb päev,,2,3,
322,003001020,"Paista, päev!","ERlA 140. Paista, päev!: on tuntud eP, kuid mitte eriti populaarne. Vt. «Kuu, osta orjusest» (1302).",2,3,
324,003001025,Päev põletab,,2,3,
325,003001021,Palav,,2,3,
326,014003010,Onnimanni,ERlA 3165.,2,3,
327,011004009,Löö poisil pool pead!,"ERlA 1838, ka Karskuse õpetus neidudele.",2,3,
328,011004017,Seni heinamaa ilus,"VK XII 329. Heinamaa ilu ja neiu noorus: VK VI 534, VK IX 292, Lg 75. vrdl Veske, Eesti rahvalaulud, 1879, 12/3 Heinamaa ilu ja neiu noorus",2,3,
329,011004003,Hoidke hoonetesse!,Karskuse õpetuse motiiv. ERlA 2325,2,3,
330,011004026,Ära mine valgele mehele!,ERlA 2311. Ka: Kuri mees,2,3,
331,011001035,Poiss loodud petma,,2,3,
332,011006070,Petis peiu,"2330. Petis peiu: A. Pettis õuntega, B. Peks lubatud eheteks, C. Lubatud kingade asemel paar pastlaid, D. Lubas odrad õue teha, E. Kuidas hüüab, F. Ütles sugu puuduma",2,3,
333,011005019,Oleks see neiu minu!,ERlA 2177. Oleks see neiu minul,2,3,
334,011003009,Karske neiu,ERlA 2043. Karske neiu,2,3,
335,011006057,Neiu tahab linnamehele,ERlA 2281. Samasus vaieldav,2,3,
336,006009016,"Kee, pada, tuleta!",ERlA 882.,2,3,
337,004004003,Kadri kaebamine,,2,3,
338,005001036,Pajamäng,ERlA 465.,2,3,
339,006009015,"Kee, pada!",ERlA 881.,2,3,
340,006008042,Mehed metsast tulevad,Puude tegemisega seonduv motiiv,2,3,
341,006009060,Tapan tallekese,"motiiv, seostub ka karjaselaulude-loitsudega? vt ERlA IV",2,3,
342,006009014,Keeda putru!,ERlA 885. Pudrukeetmine.,2,3,
343,014003004,Kits kile karja!,ERlA 3167. Kits kile karja!,2,3,
344,014003002,Ann läks aita,ERlA 3169. Memm läks aita.,2,3,
345,014003009,Mina leidsin õlekõrre,ERlA 3168. Mina leidsin õlekõrre,2,3,
346,006011024,Karjasepõli,ERlA 636.,2,3,
347,005006011,Kitse krapp,"ERlA 325. Kitse krapp. Ikka huumor, mitte loodus?",2,3,
348,008003072,Saksad põrgu!,"ERlA 1340. Saksad põrgu!: A. Kurat teeb tõlda, et saksu põrgusse viia, B. Saksad tõrvamäele ~ tõrvahauda",2,3,
349,005006012,Kits ähvardab,"ERlA 324. Kits ähvardab. Ikka huumor, mitte loodus?",2,3,
350,005006009,Kass kaevus,ERlA 296. Kas huumor või loodus?,2,3,
351,014003012,Üks ei ole ühtegi,Vanemat tüüpi loendamine,2,3,
352,003002006,Kolm metsa,"Rändmotiiv, sageli kiigelauludes. ERlA 195. Kolm metsa + Kolm järve, Kolm välja, Kolm kiike, Kolm merd, Kolm aita, Kolm kõrbe, Kolm kägu, Kolm õuna, Kolm uibuoksa.",2,3,
353,005004004,Imemaa,"ERlA 1064. Imemaa: A. Kus kuked kulda söövad, B. Kus need kuused kullendavad, C. Lähme tuulest toa poole, D. Kus on hiired härja suuru, E. Kus loomad töö teevad, F. Sinna, kus kurg elanud, G. Kus ei kuule kuke häält, H. Kus siidised sulased,  I. Kus on kuldsed aiatoolid",2,3,
354,004002011,Kaugelt toodud kiik,motiiv,2,3,
355,011004011,Metsast mehele,"ERlA 2320. Metsast mehele. A. Ära mine metsast mehele; B. Sa läksid metsast mehele; C. Vaeslaps läheb metsast mehele; D. Ma lähen ~ läksin metsast mehele; 5) E. Kõiki ei viida viinul, muist lähevad metsast mehele.",2,3,
356,007003021,Oma ema ja võõrasema,"Motiivide pundar, vajab täpsustamist",2,3,
357,001001007,Kurnimäng,Kuldse kurni mängimise motiiv,2,3,
358,004002025,Kiigemaa otsimine,vrdl Kiige otsimine,2,3,
359,008005021,Pere mõtles pekitükk,ka: Ihne perenaine. Vrdl ERlA 1518. Keedeti kingaleent,2,3,
360,010001003,Ilus küla,"ERlA 1767. Ilus küla: A. Küla haiseb köömenil, B. juhuslikud arendused",2,3,
361,003009123,Uhke kosjahobune,"motiiv, kuuluvus seni teadmata",2,3,
362,006008083,Tarbepuude raiumine,ERlA 838.,2,3,
363,014003007,Liiri-lõõri!,"Liiri-lõõri!: VK III 428, VK IV 423, VK V 161, VK XI 412, ERlV III, II C 7-9; Liiri-lõõri, lõokene!: VK VI 1078, VK VII 206, VK VIII 722, VK IX 506, VK X 397, ERlA 3166, EKL IV; Piiri, piiri, pääzukene! – VK II 192.",2,3,
364,003002020,Neli metsa,vrdl Kolm metsa,2,3,
365,003002032,Õunapuu,"283. Õunapuu: VK X 198, VK XI 283, ERlV II, I B 31; Kolm õuna – VK II 318, VK VIII 479, ERlA 214.",2,3,
366,003001026,"Päev soeb sulaste päid, pole aega veereda",ERlA 149. Kas karjaselaul või looduslaul?,2,3,
367,005001033,Nõelamäng,ERlA 464.,2,3,
368,015004038,"Uss, maa-alune",ERlA 3257.,2,3,
369,008003024,"Kubjas, lase lõunale!","ERlA 1414. Kubjas, lase lõunale!: A. Kubjas, lase lõunale!; B. Päev 1õunas, orjad lõunata; C. Juba mujal söödud; D. Juba teised söönud; E. Juba tüdib tühi kõht; F. Küllap pakud taevas süüa; G. Kubjas ei lase lõunale; H. Hea ja kuri kubjas. Kubjas, lase lõunale!: VK VI 253, VK VIII 1",2,3,
370,008003038,Kupja sõim,,2,3,
371,001002006,Kalmuneiu,vt ka Kalmuneid,2,3,
372,001003024,Sõrmus kadunud,vrd Ehted kadunud,2,3,
373,001003007,Hobune kadunud,"Eesti karjaselaulud III (302), valimik 1948 (343)",2,3,
374,003007,Maastikuobjektid,"tüüp üle vaadata, pidin kuskile paigutama järved ja niidud. I.A.",1,2,
375,003007001,Kolm järve,,2,3,
376,003007002,Kolm välja,,2,3,
377,003006001,Mõistatus,ERla nr 338,2,3,
378,011002007,Võta naine töölt,ERlA 2172,2,3,
379,005001022,Leigarimäng,ERlA 490,2,3,
380,005001027,Midrilinnumäng,ERlA 481,2,3,
381,005001046,Sõrmemähkimise mäng,ERlA 496,2,3,
382,005001002,Hanemäng,ERlA 484,2,3,
383,005001003,Hobusemäng,ERlA 471,2,3,
384,005001020,Lambamäng,"ERlA 495 \""Suure lamba mäng\""",2,3,
385,005002006,Kannel,"ERlA 508 teisendeid noteeritud vähe, tuntud peamiselt Virus ja Mulgimaal, vähemal määral Harjus ja Järvas. Ka Soomes tuntud, kus seotud Väinämöise nimega. See laul on ajendanud (K. J. Petersoni vahendusel) meie pseudomütoloogia tekkimist XIX sajandil. Laulu on loetud lüroeepiliseks (vist k",2,3,
386,005001006,Karumäng,ERlA 487,2,3,
387,005001007,Kassimäng,ERlA 474,2,3,
388,005001025,Linnamäng,ERlA 482,2,3,
389,005001011,Kullimäng,ERlA 468,2,3,
390,005001010,Kosilasemäng,ERlA 491,2,3,
391,005001012,Kuningamäng,ERlA 476,2,3,
392,005001015,Kõverikumäng,ERlA 494,2,3,
393,005001018,Kündjamäng,ERlA 506,2,3,
394,005001019,Laevamäng,ERlA 475,2,3,
395,005001023,Leinamäng,ERlA 477,2,3,
396,005001026,Lotsmannimäng,ERlA 489,2,3,
397,005001051,Vennamäng,ERlA 502 Läbipugemismäng,2,3,
398,005001055,Õemäng,ERlA 500,2,3,
399,005001034,Oldermannimäng,"ERlA 493. Tuntud ka nimetustega «Soldermannimäng», «Ellermann», «Pruudiehtimismäng», «Mõrsjaehtimismäng» ",2,3,
400,005001044,Suure lamba mäng,ERlA 495 Tuntud ka «Lambamängu» nimetuse all,2,3,
401,005001029,Naerimäng,ERlA 470,2,3,
402,005001030,Neiu ja peiu mäng,ERlA 505,2,3,
403,005001031,Neiu valimise mäng,ERlA 503,2,3,
404,005001041,Rikka ja vaese mäng,"ERlA 486 Mitu lokaalset eriarendust: A 1 — tuntud ka nimetusega «Rikas ja vaenemees» — Kesk- ja Lõuna-Eestis laial alal (kagusse ei ulatu), vrd. 1766; A 2 — «Rikas puu», «Mina puu», «Kahar puu», «Mina olen õunapuu», «Tsirgokõnõ» — Lõuna-Eestis (peamiselt kagus); B — nimeta",2,3,
405,005001039,Pime kukk,,2,3,
406,005001040,Rebasemäng,ERlA 488,2,3,
407,005001043,Siimumäng,"ERlA 492 Tuntud ka «Siimannimängu», «Siimusulase», «Siimanni selli», «Pulmamängu», «Rongimängu» jne. nimetuste all",2,3,
408,005001042,Seamäng,ERlA 473 Lähedane laulule «Seatapmine» (334),2,3,
409,014003005,"Kus sa käisid, sokukene",ERlA 3164,2,3,
410,005001045,Sõelamäng,ERlA 466,2,3,
411,005001047,Telu tegemine,"ERlA 536 Mänguna liitub lauluga 1677 («Venna sõjalugu») ja 1075 («Ära joo jõest!») üheks tervikuks, nimetatud ka «Sõjamänguks»",2,3,
412,014002008,"Tii, tii, tihane",ERlA 3149,2,3,
413,005002036,Viibisin vilet ajama,ERlA 510,2,3,
414,005001053,Väravamäng,"ERlA 483 Mitu eriredaktsiooni: A1 — nimetatud ka «Väratist käüminõ», «Sandimäng», «Jultse-kultse», «Mis ti sääl saisadõ» jne. Tuntud üle maa A 2 — «Viruvärav»; tuntud Saaremaal ja Muhus. B 1 — nimetatud ka «Sillamäng». «Silla purunemine», «Silla parandamine», «Sild ",2,3,
415,005001056,Ätsemäng,ERlA 479,2,3,
416,005002010,Laisk tööle - nobe tantsima,ERlA 521,2,3,
417,005002034,Vend tuleb tantsima,ERlA 525,2,3,
418,005002021,Ristitants,ERlA 538 sageli liitub lauluga «Tähemõrsja»,2,3,
419,005002024,Tamm lääb tantsima,ERlA 524,2,3,
420,003001031,Taevas tantsis,"ERlA 171 Tavaliselt esineb imelauluna (algusega: oi imeta, või imeta) ning kontamineerub imelauludega 1064 («Imemaa»), 1065 («Imed») või tüübiga 613 («Kõrtsist koju») ",2,3,
421,015004016,Muud ussisõnad,ERlA 3259,2,3,
422,005002003,Ei ole tantsitajat,ERlA 527 ,2,3,
423,011004010,Metsas on mehed mõnusad,ERlA 2322.,2,3,
424,012037004,Mõrsja tantsitamine,"ERlA 2603 Sageli sisaldab motiive laulust 2480 («Pullide pusitud»), puhuti liituvad siia 522 («Tantsi, neiu!») ja 523 («Ise tantsin — taha vaatan»). Laulavad neiupoolsed, kui noorpaar tantsib, lauldud juba peiukodus. Kaks arendust: A. Kas tantsib üle luua — üle maa tuntud; B. Ehk on tite",2,3,
425,017002035,Vaigistuseks,,2,3,
426,005002032,"Tantsi, ära määri ehteid",ERlA 533 siia liitub sageli 3018 («Ämm ei anna seepi»); kasutatud pulmalauluna (lauldud nooriku õdede poolt nooriku tantsitamisel). Sõnastuses ühist ainest lauluga 41,2,3,
427,017002015,Kui ma ükskord noor veel olin,,2,3,
428,005002028,Tantsin pillitagi,ERlA 532,2,3,
429,003006005,Mõistatus vikerkaarest,vrdl ERlA 338. Mõistatuslaul.,2,3,
430,017002008,Kalevi taadi noorem poeg,"Kalevipoeg, II. 81-110",2,3,
431,017002037,Vanemuise lahkumine,,2,3,
432,002001027,"Laula, kuni elad","ERlA 49. Laula, kuni elad",2,3,
433,017002006,Kalevipoja meresõit,"vrd \""Kalevipoeg\"" VII, 155-304",2,3,
434,005002020,Põrand tahab tantsimist,"ERlA 526 Liitub sageli lauludega 524 ja 2594, vrd. 2593",2,3,
435,015004007,Jeesus teel,"ERlA 3271. Jeesus teel
Jeesus kirikuteel: VK VIII 764, VK IX 535, VK XI 421; Jeesuse kirikusõit – VK III 452; Jeesus
teel – VK VI 1112, ERlA 3271.",2,3,
436,017002028,Oot-oot,,2,3,
437,005002026,"Tantsi, neiu","ERlA 522 Kasutatud sageli pulmalauluna, liitub lauluga 2603 («Mõrsja tantsitamine»)",2,3,
438,017002007,Kalevipojast,,2,3,
439,012027009,Läksid kuradile,Ei leia vastet. Setu naiste laul raiskuläinud pruudile,2,3,
440,006009049,Puusale pudrujahu,"Kas ongi tüüp, fraseologism?",2,3,
441,017002002,Ilmasepp Ilmarine,vrdl ERlA 959. Isa — ilmasepp,2,3,
443,012037002,Anna luba tantsida,ERlA 2595,2,3,
444,017002023,"Metsa ahtu, metsa ahta",Mingit sorti hundisõnad? Vrd ERlA 667. Hoidke karja hundi eest; 671. Hundi hurjutus,2,3,
445,008005038,Suur olgu sulase naine,1545. Suur olgu sulase naine,2,3,
446,011006023,Kaugelt tulevad paremad,ERlA 2217. Kaugelt tulevad paremad,2,3,
447,010003011,Venna kiitus,ERlA 1888. Venna kiitus,2,3,
448,006008004,Halva ilmaga tööl,"Halva ilmaga tööl: VK III 468, VK IV 382, VK X 452; Halval ilmal tööl – VK VI 319.",2,3,
449,011005026,Öösel üksi,"Öösel üksi: VK VIII 496, VK IX 342, VK XI 288, ERlA 2120; Öösi üksi – VK III 182, VK IV 182, VK V 259, VK VI 649, VK VII 237, VK X 205, ERlV V 101–102; Ole–ei mull hõlmulist – VK I 143.",2,3,
450,011003045,Peetud neiud,"Peetud neiud: VK III 162, VK VI 549, VK VIII 354, VK IX 309, VK XI 251, ERlA 2076 A. Ennem mängin mätastega, B Eks minu must võinud muidu joosta, C. Ennem kullad kuldi kaela; Ennemp mängin mätastega – VK II 228.",2,3,
451,017002005,Kalevipoja kiviviskamine,,2,3,
452,003009120,"Tere, tere, tiipajalga!","Mj \""Hunt aia taga\"" (Kippar 106B)",2,3,
453,005003018,Tänu söögi eest,"ERlA 617 tavalisti on adressaat — kellele ja mis puhul lauldud — tekstis esile toodud, vastavalt on siis tegemist kas talgulauluga (817 ja 818) või pulmalauluga (2585). Sellisel kujul, nagu tekstides 1316—1317, on mõeldav laulu kasutamine ka mõne teise kostitamise või külaskäigu puhul. V",2,3,
454,005003005,Koka kiitus,"ERlA 621 eP laial alal tuntud populaarne laul; kasutatud ka konkreetse tänulauluna talgul ja pulmades. Liitub sageli (ja orgaaniliselt) lauludega 616, 630, 817 (ja 2945); harvemini lauluga 617 (625, 2585)",2,3,
455,005003014,Peolt koju,ERlA 623,2,3,
456,005003016,Pidu lõpeb,ERlA 622,2,3,
457,014003011,Too vett!,"Too vett!: VK VI 1084, 6, VK XI 414, ERlA 3171.",2,3,
458,002001088,Suude sulg,"Suude sulg: VK III 81, VK IV 93, VK V 192, VK VI 575, VK VIII 395, VK IX 238, VK X 135, VK XI 39, ERlV V 23, ERlA 103; Küla ütleb: Kuku, kuku! – VK II 4; Küläp mä laalas, laedetasse – VK II 8.
ERlA 103. Suude sulg: populaarne laul, tuntud üle maa; on võrdlemisi stabiilne ning n.-ö. püsiv. Peamised liited: 65—69 ja 129 («Kurb laulik»)
Vrd: Fr. R. Kreutzwald, Vina-katk. Üks tähhele pannemise väärt jut, mis vanna ning noore rahvale juhhatusseks ja kassuks välja on antud. Tarto 1840, lk 25–26.",2,3,
459,002001041,Laulikule palka!,"Laulikule palka: VK VI 602, VK VIII 240, VK IX*, VK XI 41, ERlA 113; Laulik tahab raha – VK III 267, VK IV 96; Laulik tahab palka – VK V 187; Antke juua laulijalle – VK II 19 B.

ERlA 113 Esineb kahes põhiarenduses: A on tuntud eP, seal nõutakse laulu eest raha; B — eL, tahetakse laulu ees",2,3,
460,014002006,Sõit-sõit sõtsele!,"Sõit-sõit sõtsele!: VK VIII 712, VK X 386, VK XI 397; Sõit, sõit sõtsele! – VK VI 1065; VK IX 497; Sõit sõtsele – ERlV III, II B 5; Sõit–sõit! – ERlA 3150: sõit linna, sõit kalaranda, sõit sõtsele.",2,3,
461,015004042,Varesele valu!,"Varesele valu!: VK IV 430, VK V 23, VK VI 1115, VK VII 164, VK VIII 768, VK IX 541, VK X 432, VK XI 419, ERlV III, II B 14, ERlA 3156; Kõhuvalu–sõnad – ERlA 3266.",2,3,
462,014001004,Kiigu kiriku poole!,3137. Kiigu kiriku poole!,2,3,
463,012015002,"Ehi, neiu, saaks minema!","Ehi, neiu, saaks minema!: VK V 89, VK VI 840, VK VIII 596, VK IX 408, VK X 103, VK XI 329, ERlA 2630: A. Kipub küü hobune, B. Ehi, ootame, C. Ehi ema ehetesse; Ehi ruttu, neitsikene! – VK II 67; Ehi ruttu, jõua ruttu! – VK II 311; Hobused valmis sõiduks – ERlV II, II B 34. ",2,3,
464,011005025,Unenägu,"Unenägu: VK I 20, VK IV 130, VK VI 644, VK VIII 480, VK XI 284, ERlV V 67, ERlA 2112; Neiu unenägu – VK II 39.",2,3,
465,014001007,Lapsel kerge keeleke,ERlA 3145,2,3,
466,002001002,Arg laulik,"ERlA 116 Esineb neljas põhiarenduses: A — raiutakse raamatusse — populaarne eP, kaasa arvatud saared; B — kardan laulu laidetavat — haruldasem, üksikuid kirjapanekuid ep (vrd. lauluga 2701 «Sõnakera», on ühist sõnastuslikku värsiainest, suunitlus ja funktsioon hoopis erinevad); C —",2,3,
467,002001023,Kust laulud saadud,"ERlA 59 Esineb kolmes põhiredaktsioonis: A. «Laulud tööl õpitud» esineb Mulgimaal ja Kesk-Eestis, kusjuures eP on laulud õpitud kangast kududes, eL — laudateed käies, Kesk-Eestis segunevad mõlemad n.-ö. alaredaktsioonid; B «Pulmades laulud õppinud» on tuttav eP; C. «Laulud sain luige",2,3,
468,014003008,Memm läks aita,"ERlA 3169 Võimalik, et laulu «Kits kile karja!» eriredaktsioon (vrd. mõlemas esinevad nimed Regu~Räbo)",2,3,
469,002001094,Võidulaulmine,"ERlA 99 Esineb mitmes arenduses: A. «Laulan üle merede» — esineb eP; B. «Olgu mees, kes laulab vastu» — eriti Kesk-Eestis tuntud; C. «Võta regi rindadeks» — üle maa populaarne; D. «Ei meie võidu laula» — eP. Redaktsioon C on tuttav ka lauliku sõimuna, eriti pulmades (vt. tüüp ",2,3,
470,002001043,Lauliku soost,"ERlA 110 Liitub sageli lauludega 83 ja 93. Vrd. lauluga 600 («Joojate soost»). Vt, ka 1808",2,3,
471,002001082,Pole lauljat,"ERlA 93 Liitub sageli lauludega: 51, 78, 110 («Lauliku soost»). Tekst 226 — kaugeleläinud eriarendus; see moodustab peamiselt eP tuntud redaktsioonilise ilmega arenduse «Põllul pole lauljat» (746). Ühismotiive lauluga 1038",2,3,
472,002001007,Ei ole lauljat hulgas,"ERlA 93 (Pole lauljat) Liitub sageli lauludega: 51, 78, 110 («Lauliku soost»). Tekst 226 — kaugeleläinud eriarendus; see moodustab peamiselt eP tuntud redaktsioonilise ilmega arenduse «Põllul pole lauljat» (746). Ühismotiive lauluga 1038",2,3,
473,007003004,Ema haual,"ERlA 1601. Ema haual: laulutüüp «Ema haual» on mitte ainult kõige populaarsem vaeslapselaul, vaid üldse üks armastatumaid ja levinumaid laule kogu meie regivärsilises laulurepertuaaris. Üleskirjutatud variantide arvu poolest on see üks rekordtüüpe (1000 variandi ümber). Laulu levik on ülemaaline. Seejuures osutab suuremat esinemissagedust maa ida- ja keskosa — rannakihelkondadest kuni lõunapiirini välja. Lääne-Eestist (eriti aga loodest — Lääne-Harjumaalt, Läänemaalt ja Hiiu saarelt) on üleskirjutusi hõredalt.
Laialdase leviku ja suure esinemissagedusega käib kaasas laulu suur sisuline mitmekesisus. Laulul on kaks põhilist lokaalredaktsiooni, üks neist (A) on levinud valdavalt maa põhja-, teine lõunaosas. Peamine sisu ja nii-öelda «tegevuskoht» on mõlemal redaktsioonil ühine — vaeslaps (~vaeslapsed) kurdab ema (~isa, vanemate, sugulaste) haual oma mahajäetuse, vanemate hoole ja armastuse puudumise pärast, keelitades surnud ema (~isa~ema, isa) ",2,3,
